playerID,name,seasons,first_year,last_year,total_games,actual_W,actual_L,pyth_expected,pyth_residual_total,mgr_value_total,mgr_value_per_season,winpct,expected_winpct
actama99,Manny Acta,5,2007,2012,809,349,460,340.9715916649241,8.028408335075888,1.9254667028050747,0.38509334056101496,0.43139678615574784,0.4214729192397084
aloufe01,Felipe Alou,13,1992,2006,2039,1029,1009,1010.1537258961639,18.846274103836066,2.027175564185626,0.15593658186043277,0.5049067713444554,0.4954162461481922
alstowa01,Walter Alston,7,1970,1976,1126,638,487,646.7792243782532,-8.779224378253147,5.19613136610873,0.7423044808726758,0.5671111111111111,0.5744042845277559
altobjo01,Joe Altobelli,5,1977,1984,810,418,392,411.4926935565687,6.507306443431261,3.35683916685808,0.671367833371616,0.5160493827160494,0.5080156710574922
andersp01,Sparky Anderson,26,1970,1995,4084,2223,1860,2201.583118389899,21.41688161010117,10.121808786338278,0.3893003379360876,0.544452608376194,0.5390752003892995
ausmubr01,Brad Ausmus,5,2014,2019,808,386,422,377.6658163358782,8.334183664121795,3.421392799415756,0.6842785598831511,0.4777227722772277,0.4674081885345027
bakerdu01,Dusty Baker,25,1993,2023,3986,2154,1831,2152.0013472296055,1.9986527703945711,7.138141988987215,0.2855256795594886,0.5405269761606023,0.5398899516381348
baldero01,Rocco Baldelli,6,2019,2025,972,491,481,496.653178522673,-5.653178522672988,-5.712346295204497,-0.9520577158674163,0.5051440329218106,0.5109600602085113
bambege01,George Bamberger,5,1978,1986,807,401,406,396.5763819321937,4.423618067806245,-0.9440794095344529,-0.18881588190689058,0.4969021065675341,0.4914205476235362
baylodo01,Don Baylor,8,1993,2001,1233,593,640,586.8395120994647,6.16048790053523,-9.715497841080065,-1.2144372301350082,0.48094079480940793,0.47594445425747345
bellbu01,Buddy Bell,8,1996,2007,1296,539,757,570.5640520618475,-31.56405206184754,-7.143430368713233,-0.8929287960891541,0.4158950617283951,0.44025004017117864
bellda01,David Bell,5,2019,2024,810,379,431,386.71514759513025,-7.715147595130247,-10.56161026211862,-2.112322052423724,0.4679012345679012,0.4774261081421361
berrayo01,Yogi Berra,5,1972,1984,803,405,398,399.11883651800474,5.881163481995287,-5.38858216591197,-1.077716433182394,0.5043586550435866,0.4970346656513135
blackbu02,Buddy Black,15,2007,2024,2431,1128,1303,1117.81311340182,10.186886598180159,3.342090722928866,0.22280604819525773,0.4640065816536405,0.45981617169963795
bochybr01,Bruce Bochy,28,1995,2025,4518,2252,2266,2241.586484139201,10.413515860798995,-10.161987972792943,-0.36292814188546224,0.4984506418769367,0.4961457468214256
booneaa01,Aaron Boone,7,2018,2025,1134,664,470,659.7047174675071,4.295282532492948,-0.4306326387130497,-0.06151894838757853,0.5855379188712522,0.5817501917702884
boonebo01,Bob Boone,5,1995,2003,791,358,433,350.47303180676016,7.526968193239831,8.760578704065942,1.7521157408131884,0.4525916561314791,0.44307589356101157
bowala01,Larry Bowa,5,1987,2004,809,403,406,410.7107223756499,-7.710722375649908,-0.006826240558126528,-0.0013652481116253057,0.49814585908529047,0.5076770363110629
bristda99,Dave Bristol,5,1970,1980,809,340,468,343.36033164996866,-3.3603316499686926,-4.966384614894459,-0.9932769229788917,0.4207920792079208,0.42442562626695757
cashke01,Kevin Cash,10,2015,2025,1620,856,764,865.1671336116785,-9.167133611678551,-27.790326547860573,-2.7790326547860573,0.528395061728395,0.5340537861800485
collite99,Terry Collins,13,1994,2017,2041,1014,1027,1012.8599077567919,1.140092243208045,-1.980827885912305,-0.15237137583940807,0.4968152866242038,0.49625669169857517
coraal01,Alex Cora,7,2018,2025,1134,610,524,608.7059578875471,1.2940421124528854,-10.540186373369792,-1.5057409104813988,0.5379188712522046,0.5367777406415759
corrapa01,Pat Corrales,6,1979,1986,975,467,504,480.7178594824416,-13.717859482441597,-8.935814147864036,-1.4893023579773395,0.48094747682801237,0.4930439584435299
counscr01,Craig Counsell,10,2015,2025,1621,860,761,855.9534193613134,4.046580638686592,-10.268880728682106,-1.0268880728682106,0.5305367057371992,0.528040357409817
coxbo01,Bobby Cox,28,1978,2010,4411,2464,1944,2449.3949027456847,14.605097254315275,-7.813499348661047,-0.27905354816646594,0.558983666061706,0.5552924286433201
craigro01,Roger Craig,9,1978,1992,1457,732,725,742.3600317752232,-10.360031775223149,-3.7833403190840613,-0.4203711465648957,0.5024021962937543,0.5095127191319309
crandde01,Del Crandall,5,1972,1984,804,357,447,363.7662259587444,-6.766225958744442,-0.8675019764699101,-0.17350039529398203,0.44402985074626866,0.45244555467505526
darkal01,Al Dark,5,1970,1977,810,393,417,398.09640780022505,-5.096407800225059,-2.1212420754707253,-0.42424841509414507,0.48518518518518516,0.49147704666694453
farrejo03,John Farrell,7,2011,2017,1134,586,548,597.2859741802199,-11.28597418021991,5.3868975286500245,0.7695567898071464,0.5167548500881834,0.5267072082717988
francte01,Terry Francona,22,1997,2025,3562,1918,1644,1919.7583703071712,-1.7583703071711767,-18.90368979879601,-0.8592586272180004,0.5384615384615384,0.538955185375399
fregoji01,Jim Fregosi,13,1978,2000,2038,990,1048,992.8664432900565,-2.866443290056516,0.9635794622284877,0.07412149709449906,0.4857703631010795,0.48717686128069504
gardero01,Ron Gardenhire,15,2002,2019,2430,1179,1251,1164.410494156059,14.58950584394087,-2.208534605678423,-0.14723564037856154,0.48518518518518516,0.4791812733152506
garneph01,Phil Garner,13,1992,2007,2040,974,1065,990.0627197241643,-16.062719724164197,-4.480138174281308,-0.34462601340625443,0.4776851397743992,0.48532486260988444
gastoci01,Cito Gaston,11,1989,2010,1717,878,839,887.8678472012359,-9.867847201235946,-4.255625304587539,-0.38687502768977633,0.5113570180547466,0.5171041626099219
gibbojo02,John Gibbons,9,2005,2018,1458,738,720,755.5917122330889,-17.591712233088842,-7.44820133265101,-0.8275779258501123,0.5061728395061729,0.5182384857565767
girarjo01,Joe Girardi,12,2006,2021,1944,1070,874,1056.8347691687688,13.165230831231256,-8.571992942963462,-0.7143327452469551,0.5504115226337448,0.5436392845518359
gonzafr99,Fredi Gonzalez,8,2007,2015,1295,667,628,648.2188865213956,18.781113478604453,5.539779077533382,0.6924723846916727,0.5150579150579151,0.5005551247269464
greenda02,Dallas Green,7,1980,1996,1011,478,533,499.08085116950764,-21.080851169507632,-11.145797433536181,-1.5922567762194544,0.47279920870425324,0.49365069354056146
guilloz01,Ozzie Guillen,9,2004,2012,1459,748,711,728.8792816508233,19.1207183491767,3.2915791463435227,0.3657310162603914,0.5126799177518848,0.4995745590478569
hargrmi01,Mike Hargrove,14,1992,2006,2200,1111,1087,1108.1802136547608,2.819786345239322,-1.4814649171870542,-0.10581892265621816,0.5054595086442221,0.5037182789339821
herzowh01,Whitey Herzog,14,1973,1989,2210,1177,1030,1161.7567159866248,15.243284013375117,2.5291368032539623,0.18065262880385444,0.5333031264159492,0.5256817719396493
hinchaj01,A. J. Hinch,11,2009,2025,1782,945,837,950.765779220434,-5.765779220433927,-3.33553170499394,-0.3032301549994491,0.5303030303030303,0.5335385966444635
houkra01,Ralph Houk,13,1970,1984,2042,1009,1032,997.6620683150508,11.337931684949275,-1.9765644075490272,-0.1520434159653098,0.4943655071043606,0.48857104226985837
howear01,Art Howe,14,1989,2004,2266,1129,1137,1122.118282820784,6.881717179215997,3.2157473305831843,0.22969623789879887,0.4982347749338041,0.4951978300179983
howsedi01,Dick Howser,5,1980,1985,811,447,363,424.48765538165253,22.512344618347456,3.908250947502424,0.7816501895004848,0.5518518518518518,0.5234126453534557
hurdlcl01,Clint Hurdle,16,2002,2019,2592,1257,1334,1252.8127089029533,4.187291097046639,7.1616359019296425,0.44760224387060266,0.4851408722500965,0.4833382364594727
hydebr99,Brandon Hyde,5,2019,2024,810,381,429,376.9039939574618,4.096006042538207,2.0844361849408557,0.41688723698817115,0.4703703703703704,0.46531357278698987
johnsda01,Darrell Johnson,6,1974,1980,969,425,543,422.48775287545294,2.512247124547038,0.8908324035349224,0.1484720672558204,0.4390495867768595,0.43600387293648396
johnsda02,Davey Johnson,15,1984,2013,2364,1332,1030,1317.8033994747643,14.19660052523561,2.607038176214175,0.173802545080945,0.5639288738357324,0.5574464464783268
kaplega01,Gabe Kapler,5,2018,2023,810,428,382,416.82222221606696,11.177777783933067,8.891790138545417,1.7783580277090834,0.528395061728395,0.5145953360692185
kellyto01,Tom Kelly,15,1987,2001,2362,1128,1233,1123.6953497500278,4.3046502499720845,-0.38166629980590017,-0.02544441998706001,0.4777636594663278,0.475738928768005
lachere01,Rene Lachemann,5,1982,1995,743,325,418,328.0618690513889,-3.061869051388882,-3.0359293484012113,-0.6071858696802422,0.43741588156123823,0.4415368358699716
lamonge01,Gene Lamont,7,1992,2000,1085,542,542,551.2481896216327,-9.248189621632662,1.595418072277937,0.22791686746827672,0.5,0.5080628475775417
larusto01,Tony LaRussa,33,1980,2022,5224,2804,2416,2783.7881102633924,20.21188973660749,-2.5904252005072266,-0.07849773334870383,0.5371647509578544,0.5328844008926862
lasorto01,Tom Lasorda,19,1977,1995,2960,1556,1402,1579.5664510442468,-23.56645104424691,5.378490878775359,0.2830784673039663,0.5260311020960108,0.5336373145419753
lefebji01,Jim Lefebvre,5,1989,1993,811,395,415,396.6093024653374,-1.609302465337393,-0.9453541678367827,-0.18907083356735654,0.4876543209876543,0.48903736432224093
leylaji99,Jim Leyland,22,1986,2013,3499,1769,1728,1769.700790910872,-0.700790910872108,2.0156300972379384,0.09161954987445174,0.5058621675722047,0.5057733040614095
lovulto01,Torey Lovullo,8,2017,2025,1296,639,657,659.3220786558325,-20.322078655832428,-9.632121990793365,-1.2040152488491707,0.4930555555555556,0.5087361718023399
machake01,Ken Macha,6,2003,2010,972,525,447,511.8849336915278,13.115066308472208,8.196048397514872,1.3660080662524787,0.5401234567901234,0.5266305902176212
maddojo99,Joe Maddon,15,2006,2021,2432,1302,1129,1307.6640137014724,-5.6640137014724985,3.6819075243733153,0.2454605016248877,0.5355820649938297,0.5376907951075133
manuech01,Charlie Manuel,11,2000,2013,1782,981,801,970.7073008689114,10.292699131088611,4.0029409256747925,0.3639037205158902,0.5505050505050505,0.5447291250667292
manueje01,Jerry Manuel,8,1998,2010,1297,649,646,650.1087775405247,-1.1087775405246276,-1.473333018620636,-0.1841666273275795,0.5011583011583012,0.5012403836087315
martibi02,Billy Martin,11,1971,1985,1718,946,771,924.3380539646009,21.661946035399104,1.2759805987020982,0.1159982362456453,0.5509609784507863,0.538031463308848
martida01,Dave Martinez,6,2018,2024,972,437,535,449.9698232342602,-12.969823234260211,0.5746794114707612,0.09577990191179353,0.4495884773662551,0.4629319169076751
mathemi01,Mike Matheny,8,2012,2022,1296,683,613,682.157859555698,0.8421404443019824,8.820432313465496,1.102554039183187,0.5270061728395061,0.5263563731139645
mattido01,Don Mattingly,11,2011,2022,1779,858,921,856.8552957855773,1.1447042144227026,8.265066049187183,0.7513696408351985,0.4822934232715008,0.48164996952533856
mauchge01,Gene Mauch,15,1970,1987,2421,1198,1222,1194.929020411564,3.0709795884361313,-0.20845205266570588,-0.013896803511047058,0.49504132231404957,0.4935683686127897
mcclell01,Lloyd McClendon,7,2001,2015,1132,511,621,519.2599776391112,-8.259977639111248,-3.2767249647700467,-0.468103566395721,0.45141342756183744,0.45871022759638796
mckeoja99,Jack McKeon,11,1973,2005,1783,921,861,902.1874781964086,18.81252180359133,7.087285939071258,0.6442987217337507,0.5168350168350169,0.5059940988201955
mcnamjo99,John McNamara,13,1970,1990,2052,1020,1030,1007.764456459748,12.235543540252038,6.1492199213631835,0.4730169170279372,0.4975609756097561,0.49111328287512085
mcraeha01,Hal McRae,6,1991,2002,924,419,505,415.42652748121253,3.573472518787483,1.6676495264626539,0.27794158774377564,0.45346320346320346,0.44959580896235124
melvibo01,Bob Melvin,19,2003,2025,3078,1583,1495,1599.366695476708,-16.36669547670789,-7.988840622839405,-0.420465295938916,0.5142949967511371,0.5196123117208278
murtada01,Danny Murtaugh,5,1970,1976,809,458,351,466.57745890762226,-8.577458907622244,1.4056832597075442,0.28113665194150883,0.5661310259579728,0.5767335709612141
oatesjo01,Johnny Oates,10,1991,2000,1553,799,753,792.8892429414232,6.11075705857688,-7.799466060383978,-0.7799466060383977,0.5148195876288659,0.510553279421393
ozarkda99,Danny Ozark,7,1973,1979,1135,613,521,611.6991905378958,1.3008094621041977,-0.16624404069388277,-0.023749148670554682,0.5405643738977073,0.5389420180950624
pinielo01,Lou Piniella,22,1986,2010,3492,1814,1678,1815.4294927638011,-1.429492763801207,-4.080070390923609,-0.18545774504198223,0.5194730813287515,0.519882443517698
raderdo02,Doug Rader,5,1983,1991,810,398,411,411.88447304205215,-13.884473042052164,-1.0405239625386145,-0.2081047925077229,0.4919653893695921,0.5084993494346323
rigglji99,Jim Riggleman,9,1993,2018,1396,618,778,645.0356733562516,-27.035673356251557,-8.789646601872285,-0.9766274002080316,0.44269340974212035,0.46205993793427763
roberda07,Dave Roberts,9,2016,2025,1459,901,558,916.3020356105867,-15.302035610586714,-13.832703571230482,-1.5369670634700536,0.6175462645647704,0.6280342944555084
robinfr02,Frank Robinson,14,1975,2006,2209,1050,1159,1034.9295736108766,15.070426389123554,0.3324795211807441,0.023748537227196005,0.47532820280669985,0.46850591833901156
rodgebu01,Buck Rodgers,8,1981,1993,1242,633,608,624.0801962680224,8.919803731977552,-4.329827225864321,-0.5412284032330401,0.5100725221595488,0.5024800292013063
rosepe01,Pete Rose,5,1985,1989,809,421,387,408.99438617878184,12.005613821218176,3.258962521920367,0.6517925043840733,0.5210396039603961,0.5055554835337229
schoere01,Red Schoendienst,7,1970,1976,1129,562,565,565.2219694585791,-3.2219694585791103,-3.6966430277815334,-0.5280918611116476,0.4986690328305235,0.5006394769340825
sciosmi01,Mike Scioscia,19,2000,2018,3078,1650,1428,1626.3677760873027,23.63222391269727,0.8275001507215052,0.043552639511658164,0.5360623781676414,0.528384592620956
servasc01,Scott Servais,8,2016,2024,1296,674,622,656.8855916835853,17.114408316414767,8.826201381485873,1.1032751726857342,0.5200617283950617,0.5068561664225195
showabu99,Buck Showalter,21,1992,2023,3336,1693,1642,1688.6761578057794,4.323842194220454,-6.648759755948156,-0.31660760742610267,0.5076461769115442,0.5061978890305094
snitkbr99,Brian Snitker,9,2016,2025,1456,785,671,789.7744177820987,-4.774417782098681,1.7878538427048625,0.19865042696720694,0.5391483516483516,0.5424274847404524
tannech01,Chuck Tanner,17,1971,1987,2683,1337,1341,1344.2971292480504,-7.297129248050432,-16.314453755286912,-0.9596737503109949,0.49925317401045555,0.501042537923239
torboje01,Jeff Torborg,8,1977,2002,1291,609,682,613.6112369814451,-4.611236981445117,-3.7782275521691275,-0.47227844402114094,0.47172734314484893,0.4752991765929087
torrejo01,Joe Torre,27,1977,2010,4269,2297,1966,2275.5780962937906,21.42190370620947,-19.637115263326358,-0.7273005653083836,0.5388224255219329,0.5330471061826635
tracyji01,Jim Tracy,11,2001,2012,1782,874,908,879.3826054481909,-5.382605448190887,-9.112628832285125,-0.8284208029350114,0.4904601571268238,0.4934806989047087
trebeto99,Tom Trebelhorn,6,1987,1994,923,465,458,473.66195007921215,-8.661950079212161,-7.058029671618911,-1.1763382786031518,0.5037919826652221,0.5131765439644769
valenbo02,Bobby Valentine,14,1985,2012,2266,1138,1128,1120.1682047464558,17.831795253544115,0.28439215639140514,0.020313725456528937,0.502206531332745,0.4943372483435374
venturo01,Robin Ventura,5,2012,2016,810,375,435,376.4511356410889,-1.451135641088925,5.328955525407352,1.0657911050814703,0.46296296296296297,0.46475448844578876
virdobi01,Bill Virdon,13,1972,1984,2046,1063,982,1070.0616904162318,-7.061690416231841,-0.5630373619944748,-0.0433105663072673,0.5198044009779951,0.5230018037224985
washiro01,Ron Washington,9,2007,2024,1459,741,718,742.3840422759364,-1.384042275936352,-0.5112545023271906,-0.05680605581413229,0.5078821110349554,0.5088307349389557
weaveea99,Earl Weaver,15,1970,1986,2353,1353,999,1334.196385943464,18.803614056535842,2.4148888353787683,0.1609925890252512,0.5752551020408163,0.5670192885437586
wedgeer01,Eric Wedge,10,2003,2013,1620,774,846,799.6872515549717,-25.687251554971667,-5.920451620763274,-0.5920451620763274,0.4777777777777778,0.49363410589813067
willidi02,Dick Williams,14,1971,1987,2258,1178,1079,1180.1146650202977,-2.114665020297636,2.7974758408559666,0.19981970291828333,0.5219317678334072,0.5226371412844543
williji03,Jimy Williams,10,1986,2003,1620,871,748,893.9715678503139,-22.971567850313917,-7.054319482050673,-0.7054319482050673,0.5379864113650401,0.5518343011421691
yostne01,Ned Yost,16,2003,2019,2591,1222,1369,1211.7608947494464,10.239105250553735,3.9365267118975,0.24603291949359374,0.47163257429563876,0.4676807775953093
zimmedo01,Don Zimmer,10,1972,1990,1551,792,758,772.819094200388,19.18090579961195,0.8122724995459549,0.08122724995459549,0.5109677419354839,0.49827149851733593
